# T(SEC)      TMP(K)       H2         H          O          O2         OH        H2O        HO2        CH2        CH2(S)     CH3       CH4        CO         CO2        HCO        CH2O      CH3O       C2H4       C2H5       C2H6       N2         AR
0.372400E-03  0.291002E+04  0.252003E-01  0.193355E-01  0.143109E-01  0.287907E-01  0.301300E-01  0.127279E+00  0.908878E-05  0.936342E-13  0.906953E-14  0.679577E-13  0.549900E-14  0.521027E-01  0.365056E-01  0.845685E-07  0.529314E-09  0.351115E-15  0.333774E-21 -0.261640E-24 -0.298927E-26  0.666336E+00  0.000000E+00
0.372600E-03  0.291003E+04  0.252001E-01  0.193351E-01  0.143106E-01  0.287906E-01  0.301299E-01  0.127280E+00  0.908899E-05  0.936378E-13  0.906993E-14  0.679612E-13  0.549936E-14  0.521025E-01  0.365059E-01  0.845680E-07  0.529323E-09  0.351128E-15  0.355266E-21 -0.256700E-24 -0.297529E-26  0.666336E+00  0.000000E+00
0.372800E-03  0.291004E+04  0.251999E-01  0.193346E-01  0.143103E-01  0.287904E-01  0.301299E-01  0.127280E+00  0.908921E-05  0.936414E-13  0.907032E-14  0.679647E-13  0.549973E-14  0.521024E-01  0.365062E-01  0.845674E-07  0.529333E-09  0.351141E-15  0.376348E-21 -0.249633E-24 -0.293970E-26  0.666337E+00  0.000000E+00
0.373000E-03  0.291005E+04  0.251997E-01  0.193342E-01  0.143101E-01  0.287902E-01  0.301298E-01  0.127281E+00  0.908942E-05  0.936451E-13  0.907072E-14  0.679682E-13  0.550009E-14  0.521022E-01  0.365064E-01  0.845668E-07  0.529343E-09  0.351153E-15  0.397003E-21 -0.240516E-24 -0.288325E-26  0.666337E+00  0.000000E+00
0.373200E-03  0.291006E+04  0.251995E-01  0.193337E-01  0.143098E-01  0.287901E-01  0.301297E-01  0.127282E+00  0.908963E-05  0.936487E-13  0.907111E-14  0.679717E-13  0.550045E-14  0.521020E-01  0.365067E-01  0.845663E-07  0.529352E-09  0.351166E-15  0.417212E-21 -0.229432E-24 -0.280667E-26  0.666338E+00  0.000000E+00
0.373400E-03  0.291007E+04  0.251992E-01  0.193332E-01  0.143095E-01  0.287899E-01  0.301297E-01  0.127282E+00  0.908985E-05  0.936523E-13  0.907150E-14  0.679752E-13  0.550081E-14  0.521018E-01  0.365070E-01  0.845657E-07  0.529362E-09  0.351179E-15  0.436955E-21 -0.216460E-24 -0.271073E-26  0.666338E+00  0.000000E+00
0.373600E-03  0.291008E+04  0.251990E-01  0.193328E-01  0.143093E-01  0.287897E-01  0.301296E-01  0.127283E+00  0.909006E-05  0.936559E-13  0.907189E-14  0.679786E-13  0.550117E-14  0.521016E-01  0.365072E-01  0.845651E-07  0.529371E-09  0.351192E-15  0.456215E-21 -0.201681E-24 -0.259617E-26  0.666339E+00  0.000000E+00
0.373800E-03  0.291009E+04  0.251988E-01  0.193323E-01  0.143090E-01  0.287895E-01  0.301295E-01  0.127284E+00  0.909027E-05  0.936595E-13  0.907228E-14  0.679821E-13  0.550153E-14  0.521014E-01  0.365075E-01  0.845646E-07  0.529381E-09  0.351205E-15  0.474973E-21 -0.185179E-24 -0.246377E-26  0.666339E+00  0.000000E+00
0.374000E-03  0.291009E+04  0.251986E-01  0.193319E-01  0.143087E-01  0.287894E-01  0.301294E-01  0.127284E+00  0.909048E-05  0.936631E-13  0.907267E-14  0.679855E-13  0.550189E-14  0.521012E-01  0.365077E-01  0.845640E-07  0.529390E-09  0.351217E-15  0.493210E-21 -0.167034E-24 -0.231429E-26  0.666340E+00  0.000000E+00
0.374200E-03  0.291010E+04  0.251984E-01  0.193314E-01  0.143085E-01  0.287892E-01  0.301294E-01  0.127285E+00  0.909069E-05  0.936667E-13  0.907306E-14  0.679890E-13  0.550224E-14  0.521010E-01  0.365080E-01  0.845634E-07  0.529400E-09  0.351230E-15  0.510909E-21 -0.147330E-24 -0.214849E-26  0.666340E+00  0.000000E+00
0.374400E-03  0.291011E+04  0.251982E-01  0.193310E-01  0.143082E-01  0.287890E-01  0.301293E-01  0.127285E+00  0.909090E-05  0.936703E-13  0.907345E-14  0.679924E-13  0.550260E-14  0.521008E-01  0.365083E-01  0.845629E-07  0.529409E-09  0.351243E-15  0.528051E-21 -0.126149E-24 -0.196716E-26  0.666341E+00  0.000000E+00
0.374600E-03  0.291012E+04  0.251979E-01  0.193305E-01  0.143079E-01  0.287889E-01  0.301292E-01  0.127286E+00  0.909111E-05  0.936738E-13  0.907384E-14  0.679959E-13  0.550295E-14  0.521006E-01  0.365085E-01  0.845623E-07  0.529419E-09  0.351255E-15  0.544617E-21 -0.103576E-24 -0.177107E-26  0.666341E+00  0.000000E+00
0.374800E-03  0.291013E+04  0.251977E-01  0.193300E-01  0.143077E-01  0.287887E-01  0.301292E-01  0.127287E+00  0.909132E-05  0.936774E-13  0.907422E-14  0.679993E-13  0.550331E-14  0.521004E-01  0.365088E-01  0.845618E-07  0.529428E-09  0.351268E-15  0.560589E-21 -0.796925E-25 -0.156102E-26  0.666342E+00  0.000000E+00
0.375000E-03  0.291014E+04  0.251975E-01  0.193296E-01  0.143074E-01  0.287885E-01  0.301291E-01  0.127287E+00  0.909153E-05  0.936809E-13  0.907461E-14  0.680027E-13  0.550366E-14  0.521002E-01  0.365090E-01  0.845612E-07  0.529437E-09  0.351281E-15  0.575950E-21 -0.545846E-25 -0.133777E-26  0.666342E+00  0.000000E+00
0.375200E-03  0.291015E+04  0.251973E-01  0.193291E-01  0.143071E-01  0.287884E-01  0.301290E-01  0.127288E+00  0.909174E-05  0.936845E-13  0.907499E-14  0.680061E-13  0.550402E-14  0.521000E-01  0.365093E-01  0.845606E-07  0.529447E-09  0.351293E-15  0.590680E-21 -0.283366E-25 -0.110214E-26  0.666343E+00  0.000000E+00
0.375400E-03  0.291016E+04  0.251971E-01  0.193287E-01  0.143069E-01  0.287882E-01  0.301289E-01  0.127288E+00  0.909194E-05  0.936880E-13  0.907538E-14  0.680095E-13  0.550437E-14  0.520998E-01  0.365095E-01  0.845601E-07  0.529456E-09  0.351306E-15  0.604763E-21 -0.103387E-26 -0.854913E-27  0.666343E+00  0.000000E+00
0.375600E-03  0.291017E+04  0.251969E-01  0.193282E-01  0.143066E-01  0.287880E-01  0.301289E-01  0.127289E+00  0.909215E-05  0.936916E-13  0.907576E-14  0.680129E-13  0.550472E-14  0.520997E-01  0.365098E-01  0.845595E-07  0.529465E-09  0.351318E-15  0.618180E-21  0.272380E-25 -0.596897E-27  0.666344E+00  0.000000E+00
0.375800E-03  0.291018E+04  0.251966E-01  0.193278E-01  0.143063E-01  0.287879E-01  0.301288E-01  0.127290E+00  0.909236E-05  0.936951E-13  0.907614E-14  0.680163E-13  0.550507E-14  0.520995E-01  0.365100E-01  0.845590E-07  0.529475E-09  0.351331E-15  0.630913E-21  0.563929E-25 -0.328897E-27  0.666344E+00  0.000000E+00
0.376000E-03  0.291019E+04  0.251964E-01  0.193273E-01  0.143061E-01  0.287877E-01  0.301287E-01  0.127290E+00  0.909256E-05  0.936986E-13  0.907652E-14  0.680197E-13  0.550542E-14  0.520993E-01  0.365103E-01  0.845584E-07  0.529484E-09  0.351343E-15  0.642944E-21  0.863443E-25 -0.517240E-28  0.666345E+00  0.000000E+00
0.376200E-03  0.291020E+04  0.251962E-01  0.193269E-01  0.143058E-01  0.287875E-01  0.301287E-01  0.127291E+00  0.909277E-05  0.937021E-13  0.907690E-14  0.680230E-13  0.550577E-14  0.520991E-01  0.365106E-01  0.845579E-07  0.529493E-09  0.351356E-15  0.654256E-21  0.117005E-24  0.233805E-27  0.666345E+00  0.000000E+00
0.376400E-03  0.291021E+04  0.251960E-01  0.193265E-01  0.143056E-01  0.287874E-01  0.301286E-01  0.127291E+00  0.909298E-05  0.937056E-13  0.907729E-14  0.680264E-13  0.550612E-14  0.520989E-01  0.365108E-01  0.845573E-07  0.529502E-09  0.351368E-15  0.664830E-21  0.148288E-24  0.526871E-27  0.666346E+00  0.000000E+00
0.376600E-03  0.291022E+04  0.251958E-01  0.193260E-01  0.143053E-01  0.287872E-01  0.301285E-01  0.127292E+00  0.909318E-05  0.937091E-13  0.907766E-14  0.680298E-13  0.550647E-14  0.520987E-01  0.365111E-01  0.845568E-07  0.529512E-09  0.351381E-15  0.674649E-21  0.180105E-24  0.826649E-27  0.666346E+00  0.000000E+00
0.376800E-03  0.291023E+04  0.251956E-01  0.193256E-01  0.143050E-01  0.287871E-01  0.301284E-01  0.127293E+00  0.909339E-05  0.937126E-13  0.907804E-14  0.680331E-13  0.550682E-14  0.520985E-01  0.365113E-01  0.845562E-07  0.529521E-09  0.351393E-15  0.683695E-21  0.212368E-24  0.113231E-26  0.666347E+00  0.000000E+00
0.377000E-03  0.291023E+04  0.251954E-01  0.193251E-01  0.143048E-01  0.287869E-01  0.301284E-01  0.127293E+00  0.909359E-05  0.937161E-13  0.907842E-14  0.680365E-13  0.550717E-14  0.520983E-01  0.365116E-01  0.845557E-07  0.529530E-09  0.351406E-15  0.691951E-21  0.244988E-24  0.144302E-26  0.666347E+00  0.000000E+00
0.377200E-03  0.291024E+04  0.251952E-01  0.193247E-01  0.143045E-01  0.287867E-01  0.301283E-01  0.127294E+00  0.909380E-05  0.937196E-13  0.907880E-14  0.680398E-13  0.550751E-14  0.520981E-01  0.365118E-01  0.845551E-07  0.529539E-09  0.351418E-15  0.699399E-21  0.277876E-24  0.175794E-26  0.666348E+00  0.000000E+00
0.377400E-03  0.291025E+04  0.251950E-01  0.193242E-01  0.143043E-01  0.287866E-01  0.301282E-01  0.127294E+00  0.909400E-05  0.937230E-13  0.907917E-14  0.680431E-13  0.550786E-14  0.520980E-01  0.365121E-01  0.845546E-07  0.529548E-09  0.351430E-15  0.706021E-21  0.310942E-24  0.207623E-26  0.666348E+00  0.000000E+00
0.377600E-03  0.291026E+04  0.251947E-01  0.193238E-01  0.143040E-01  0.287864E-01  0.301282E-01  0.127295E+00  0.909420E-05  0.937265E-13  0.907955E-14  0.680465E-13  0.550821E-14  0.520978E-01  0.365123E-01  0.845541E-07  0.529558E-09  0.351442E-15  0.711801E-21  0.344096E-24  0.239704E-26  0.666349E+00  0.000000E+00
0.377800E-03  0.291027E+04  0.251945E-01  0.193234E-01  0.143038E-01  0.287862E-01  0.301281E-01  0.127296E+00  0.909441E-05  0.937300E-13  0.907993E-14  0.680498E-13  0.550855E-14  0.520976E-01  0.365126E-01  0.845535E-07  0.529567E-09  0.351455E-15  0.716720E-21  0.377248E-24  0.271952E-26  0.666349E+00  0.000000E+00
0.378000E-03  0.291028E+04  0.251943E-01  0.193229E-01  0.143035E-01  0.287861E-01  0.301280E-01  0.127296E+00  0.909461E-05  0.937334E-13  0.908030E-14  0.680531E-13  0.550889E-14  0.520974E-01  0.365128E-01  0.845530E-07  0.529576E-09  0.351467E-15  0.720761E-21  0.410307E-24  0.304281E-26  0.666350E+00  0.000000E+00
0.378200E-03  0.291029E+04  0.251941E-01  0.193225E-01  0.143032E-01  0.287859E-01  0.301280E-01  0.127297E+00  0.909481E-05  0.937368E-13  0.908067E-14  0.680564E-13  0.550924E-14  0.520972E-01  0.365131E-01  0.845524E-07  0.529585E-09  0.351479E-15  0.723907E-21  0.443181E-24  0.336605E-26  0.666350E+00  0.000000E+00
0.378400E-03  0.291030E+04  0.251939E-01  0.193221E-01  0.143030E-01  0.287858E-01  0.301279E-01  0.127297E+00  0.909501E-05  0.937403E-13  0.908105E-14  0.680597E-13  0.550958E-14  0.520970E-01  0.365133E-01  0.845519E-07  0.529594E-09  0.351491E-15  0.726141E-21  0.475779E-24  0.368838E-26  0.666350E+00  0.000000E+00
0.378600E-03  0.291031E+04  0.251937E-01  0.193216E-01  0.143027E-01  0.287856E-01  0.301278E-01  0.127298E+00  0.909521E-05  0.937437E-13  0.908142E-14  0.680630E-13  0.550992E-14  0.520968E-01  0.365136E-01  0.845514E-07  0.529603E-09  0.351504E-15  0.727446E-21  0.508008E-24  0.400893E-26  0.666351E+00  0.000000E+00
0.378800E-03  0.291032E+04  0.251935E-01  0.193212E-01  0.143025E-01  0.287854E-01  0.301277E-01  0.127299E+00  0.909541E-05  0.937471E-13  0.908179E-14  0.680663E-13  0.551026E-14  0.520967E-01  0.365138E-01  0.845508E-07  0.529612E-09  0.351516E-15  0.727804E-21  0.539776E-24  0.432682E-26  0.666351E+00  0.000000E+00
0.379000E-03  0.291032E+04  0.251933E-01  0.193207E-01  0.143022E-01  0.287853E-01  0.301277E-01  0.127299E+00  0.909561E-05  0.937505E-13  0.908216E-14  0.680696E-13  0.551060E-14  0.520965E-01  0.365141E-01  0.845503E-07  0.529621E-09  0.351528E-15  0.727199E-21  0.570988E-24  0.464118E-26  0.666352E+00  0.000000E+00
0.379200E-03  0.291033E+04  0.251931E-01  0.193203E-01  0.143020E-01  0.287851E-01  0.301276E-01  0.127300E+00  0.909581E-05  0.937539E-13  0.908253E-14  0.680729E-13  0.551094E-14  0.520963E-01  0.365143E-01  0.845498E-07  0.529630E-09  0.351540E-15  0.725612E-21  0.601553E-24  0.495112E-26  0.666352E+00  0.000000E+00
0.379400E-03  0.291034E+04  0.251929E-01  0.193199E-01  0.143017E-01  0.287850E-01  0.301275E-01  0.127300E+00  0.909601E-05  0.937573E-13  0.908290E-14  0.680761E-13  0.551128E-14  0.520961E-01  0.365146E-01  0.845492E-07  0.529639E-09  0.351552E-15  0.723028E-21  0.631376E-24  0.525575E-26  0.666353E+00  0.000000E+00
0.379600E-03  0.291035E+04  0.251927E-01  0.193195E-01  0.143015E-01  0.287848E-01  0.301275E-01  0.127301E+00  0.909621E-05  0.937607E-13  0.908327E-14  0.680794E-13  0.551162E-14  0.520959E-01  0.365148E-01  0.845487E-07  0.529648E-09  0.351564E-15  0.719430E-21  0.660361E-24  0.555418E-26  0.666353E+00  0.000000E+00
0.379800E-03  0.291036E+04  0.251925E-01  0.193190E-01  0.143012E-01  0.287846E-01  0.301274E-01  0.127301E+00  0.909641E-05  0.937641E-13  0.908363E-14  0.680826E-13  0.551196E-14  0.520957E-01  0.365150E-01  0.845482E-07  0.529657E-09  0.351576E-15  0.714800E-21  0.688416E-24  0.584552E-26  0.666354E+00  0.000000E+00
0.380000E-03  0.291037E+04  0.251923E-01  0.193186E-01  0.143010E-01  0.287845E-01  0.301273E-01  0.127302E+00  0.909661E-05  0.937675E-13  0.908400E-14  0.680859E-13  0.551229E-14  0.520956E-01  0.365153E-01  0.845477E-07  0.529666E-09  0.351588E-15  0.709122E-21  0.715443E-24  0.612886E-26  0.666354E+00  0.000000E+00
0.380200E-03  0.291038E+04  0.251921E-01  0.193182E-01  0.143007E-01  0.287843E-01  0.301273E-01  0.127303E+00  0.909681E-05  0.937709E-13  0.908437E-14  0.680891E-13  0.551263E-14  0.520954E-01  0.365155E-01  0.845471E-07  0.529675E-09  0.351600E-15  0.702379E-21  0.741347E-24  0.640330E-26  0.666355E+00  0.000000E+00
0.380400E-03  0.291039E+04  0.251919E-01  0.193177E-01  0.143005E-01  0.287842E-01  0.301272E-01  0.127303E+00  0.909700E-05  0.937742E-13  0.908473E-14  0.680924E-13  0.551297E-14  0.520952E-01  0.365158E-01  0.845466E-07  0.529684E-09  0.351612E-15  0.694554E-21  0.766033E-24  0.666792E-26  0.666355E+00  0.000000E+00
0.380600E-03  0.291040E+04  0.251917E-01  0.193173E-01  0.143002E-01  0.287840E-01  0.301271E-01  0.127304E+00  0.909720E-05  0.937776E-13  0.908509E-14  0.680956E-13  0.551330E-14  0.520950E-01  0.365160E-01  0.845461E-07  0.529693E-09  0.351624E-15  0.685631E-21  0.789403E-24  0.692182E-26  0.666356E+00  0.000000E+00
0.380800E-03  0.291040E+04  0.251915E-01  0.193169E-01  0.143000E-01  0.287839E-01  0.301271E-01  0.127304E+00  0.909740E-05  0.937809E-13  0.908546E-14  0.680988E-13  0.551363E-14  0.520948E-01  0.365163E-01  0.845456E-07  0.529701E-09  0.351636E-15  0.675593E-21  0.811360E-24  0.716408E-26  0.666356E+00  0.000000E+00
0.381000E-03  0.291041E+04  0.251913E-01  0.193165E-01  0.142997E-01  0.287837E-01  0.301270E-01  0.127305E+00  0.909759E-05  0.937843E-13  0.908582E-14  0.681020E-13  0.551397E-14  0.520947E-01  0.365165E-01  0.845450E-07  0.529710E-09  0.351648E-15  0.664423E-21  0.831806E-24  0.739376E-26  0.666357E+00  0.000000E+00
0.381200E-03  0.291042E+04  0.251911E-01  0.193160E-01  0.142995E-01  0.287835E-01  0.301269E-01  0.127305E+00  0.909779E-05  0.937876E-13  0.908618E-14  0.681052E-13  0.551430E-14  0.520945E-01  0.365167E-01  0.845445E-07  0.529719E-09  0.351660E-15  0.652106E-21  0.850645E-24  0.760994E-26  0.666357E+00  0.000000E+00
0.381400E-03  0.291043E+04  0.251909E-01  0.193156E-01  0.142992E-01  0.287834E-01  0.301269E-01  0.127306E+00  0.909799E-05  0.937910E-13  0.908654E-14  0.681084E-13  0.551463E-14  0.520943E-01  0.365170E-01  0.845440E-07  0.529728E-09  0.351672E-15  0.638624E-21  0.867777E-24  0.781169E-26  0.666358E+00  0.000000E+00
0.381600E-03  0.291044E+04  0.251907E-01  0.193152E-01  0.142990E-01  0.287832E-01  0.301268E-01  0.127307E+00  0.909818E-05  0.937943E-13  0.908691E-14  0.681116E-13  0.551496E-14  0.520941E-01  0.365172E-01  0.845435E-07  0.529737E-09  0.351683E-15  0.623962E-21  0.883103E-24  0.799808E-26  0.666358E+00  0.000000E+00
0.381800E-03  0.291045E+04  0.251905E-01  0.193148E-01  0.142987E-01  0.287831E-01  0.301267E-01  0.127307E+00  0.909838E-05  0.937976E-13  0.908727E-14  0.681148E-13  0.551530E-14  0.520939E-01  0.365175E-01  0.845430E-07  0.529745E-09  0.351695E-15  0.608102E-21  0.896524E-24  0.816815E-26  0.666358E+00  0.000000E+00
0.382000E-03  0.291046E+04  0.251903E-01  0.193143E-01  0.142985E-01  0.287829E-01  0.301267E-01  0.127308E+00  0.909857E-05  0.938009E-13  0.908762E-14  0.681180E-13  0.551563E-14  0.520938E-01  0.365177E-01  0.845425E-07  0.529754E-09  0.351707E-15  0.591029E-21  0.907941E-24  0.832097E-26  0.666359E+00  0.000000E+00
0.382200E-03  0.291047E+04  0.251901E-01  0.193139E-01  0.142983E-01  0.287828E-01  0.301266E-01  0.127308E+00  0.909876E-05  0.938042E-13  0.908798E-14  0.681212E-13  0.551596E-14  0.520936E-01  0.365179E-01  0.845419E-07  0.529763E-09  0.351719E-15  0.572726E-21  0.917253E-24  0.845558E-26  0.666359E+00  0.000000E+00
0.382400E-03  0.291047E+04  0.251899E-01  0.193135E-01  0.142980E-01  0.287826E-01  0.301265E-01  0.127309E+00  0.909896E-05  0.938075E-13  0.908834E-14  0.681243E-13  0.551628E-14  0.520934E-01  0.365182E-01  0.845414E-07  0.529772E-09  0.351730E-15  0.553178E-21  0.924359E-24  0.857103E-26  0.666360E+00  0.000000E+00
0.382600E-03  0.291048E+04  0.251897E-01  0.193131E-01  0.142978E-01  0.287825E-01  0.301265E-01  0.127309E+00  0.909915E-05  0.938108E-13  0.908870E-14  0.681275E-13  0.551661E-14  0.520932E-01  0.365184E-01  0.845409E-07  0.529780E-09  0.351742E-15  0.532368E-21  0.929159E-24  0.866636E-26  0.666360E+00  0.000000E+00
0.382800E-03  0.291049E+04  0.251895E-01  0.193127E-01  0.142975E-01  0.287823E-01  0.301264E-01  0.127310E+00  0.909934E-05  0.938141E-13  0.908905E-14  0.681307E-13  0.551694E-14  0.520931E-01  0.365187E-01  0.845404E-07  0.529789E-09  0.351754E-15  0.510280E-21  0.931551E-24  0.874060E-26  0.666361E+00  0.000000E+00
0.383000E-03  0.291050E+04  0.251893E-01  0.193123E-01  0.142973E-01  0.287822E-01  0.301263E-01  0.127311E+00  0.909954E-05  0.938174E-13  0.908941E-14  0.681338E-13  0.551727E-14  0.520929E-01  0.365189E-01  0.845399E-07  0.529798E-09  0.351766E-15  0.486898E-21  0.931432E-24  0.879279E-26  0.666361E+00  0.000000E+00
0.383200E-03  0.291051E+04  0.251891E-01  0.193118E-01  0.142970E-01  0.287820E-01  0.301263E-01  0.127311E+00  0.909973E-05  0.938206E-13  0.908977E-14  0.681370E-13  0.551759E-14  0.520927E-01  0.365191E-01  0.845394E-07  0.529806E-09  0.351777E-15  0.462206E-21  0.928702E-24  0.882195E-26  0.666362E+00  0.000000E+00
0.383400E-03  0.291052E+04  0.251889E-01  0.193114E-01  0.142968E-01  0.287818E-01  0.301262E-01  0.127312E+00  0.909992E-05  0.938239E-13  0.909012E-14  0.681401E-13  0.551792E-14  0.520925E-01  0.365194E-01  0.845389E-07  0.529815E-09  0.351789E-15  0.436189E-21  0.923256E-24  0.882710E-26  0.666362E+00  0.000000E+00
0.383600E-03  0.291053E+04  0.251887E-01  0.193110E-01  0.142966E-01  0.287817E-01  0.301261E-01  0.127312E+00  0.910011E-05  0.938272E-13  0.909047E-14  0.681432E-13  0.551824E-14  0.520924E-01  0.365196E-01  0.845384E-07  0.529824E-09  0.351800E-15  0.408830E-21  0.914992E-24  0.880727E-26  0.666363E+00  0.000000E+00
0.383800E-03  0.291053E+04  0.251885E-01  0.193106E-01  0.142963E-01  0.287815E-01  0.301261E-01  0.127313E+00  0.910030E-05  0.938304E-13  0.909083E-14  0.681464E-13  0.551857E-14  0.520922E-01  0.365198E-01  0.845379E-07  0.529832E-09  0.351812E-15  0.380113E-21  0.903806E-24  0.876146E-26  0.666363E+00  0.000000E+00
0.384000E-03  0.291054E+04  0.251883E-01  0.193102E-01  0.142961E-01  0.287814E-01  0.301260E-01  0.127313E+00  0.910049E-05  0.938337E-13  0.909118E-14  0.681495E-13  0.551889E-14  0.520920E-01  0.365201E-01  0.845374E-07  0.529841E-09  0.351823E-15  0.350024E-21  0.889593E-24  0.868869E-26  0.666363E+00  0.000000E+00
0.384200E-03  0.291055E+04  0.251881E-01  0.193098E-01  0.142958E-01  0.287812E-01  0.301259E-01  0.127314E+00  0.910068E-05  0.938369E-13  0.909153E-14  0.681526E-13  0.551922E-14  0.520918E-01  0.365203E-01  0.845369E-07  0.529849E-09  0.351835E-15  0.318546E-21  0.872249E-24  0.858795E-26  0.666364E+00  0.000000E+00
0.384400E-03  0.291056E+04  0.251879E-01  0.193094E-01  0.142956E-01  0.287811E-01  0.301259E-01  0.127314E+00  0.910087E-05  0.938401E-13  0.909188E-14  0.681557E-13  0.551954E-14  0.520917E-01  0.365205E-01  0.845364E-07  0.529858E-09  0.351847E-15  0.285663E-21  0.851670E-24  0.845825E-26  0.666364E+00  0.000000E+00
0.384600E-03  0.291057E+04  0.251877E-01  0.193090E-01  0.142954E-01  0.287809E-01  0.301258E-01  0.127315E+00  0.910106E-05  0.938434E-13  0.909223E-14  0.681588E-13  0.551986E-14  0.520915E-01  0.365208E-01  0.845358E-07  0.529866E-09  0.351858E-15  0.251360E-21  0.827749E-24  0.829859E-26  0.666365E+00  0.000000E+00
0.384800E-03  0.291058E+04  0.251875E-01  0.193086E-01  0.142951E-01  0.287808E-01  0.301257E-01  0.127316E+00  0.910125E-05  0.938466E-13  0.909258E-14  0.681619E-13  0.552018E-14  0.520913E-01  0.365210E-01  0.845353E-07  0.529875E-09  0.351869E-15  0.215623E-21  0.800381E-24  0.810795E-26  0.666365E+00  0.000000E+00
0.385000E-03  0.291059E+04  0.251873E-01  0.193081E-01  0.142949E-01  0.287806E-01  0.301257E-01  0.127316E+00  0.910144E-05  0.938498E-13  0.909293E-14  0.681650E-13  0.552050E-14  0.520911E-01  0.365212E-01  0.845349E-07  0.529883E-09  0.351881E-15  0.178434E-21  0.769459E-24  0.788532E-26  0.666366E+00  0.000000E+00
0.385200E-03  0.291059E+04  0.251871E-01  0.193077E-01  0.142946E-01  0.287805E-01  0.301256E-01  0.127317E+00  0.910163E-05  0.938530E-13  0.909328E-14  0.681681E-13  0.552082E-14  0.520910E-01  0.365215E-01  0.845344E-07  0.529892E-09  0.351892E-15  0.139779E-21  0.734877E-24  0.762968E-26  0.666366E+00  0.000000E+00
0.385400E-03  0.291060E+04  0.251869E-01  0.193073E-01  0.142944E-01  0.287803E-01  0.301256E-01  0.127317E+00  0.910181E-05  0.938562E-13  0.909362E-14  0.681711E-13  0.552114E-14  0.520908E-01  0.365217E-01  0.845339E-07  0.529900E-09  0.351904E-15  0.996419E-22  0.696527E-24  0.734001E-26  0.666367E+00  0.000000E+00
0.385600E-03  0.291061E+04  0.251867E-01  0.193069E-01  0.142942E-01  0.287802E-01  0.301255E-01  0.127318E+00  0.910200E-05  0.938594E-13  0.909397E-14  0.681742E-13  0.552146E-14  0.520906E-01  0.365219E-01  0.845334E-07  0.529909E-09  0.351915E-15  0.761916E-22  0.700112E-24  0.742625E-26  0.666367E+00  0.000000E+00
