  T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       C          CH         CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH2OH      CH3O       CH3OH      C2H        C2H2       C2H3       C2H4       C2H5       C2H6       HCCO       CH2CO      HCCOH      N          NH         NH2        NH3        NNH        NO         NO2        N2O        HNO        CN         HCN        H2CN       HCNN       HCNO       HOCN       HNCO       NCO        N2         AR         C3H7       C3H8       CH2CHO     CH3CHO    
 0.62000E-05 0.19973E+04 0.22411E-03 0.85116E-05 0.57830E-05 0.18979E+00 0.15925E-04 0.29914E-03 0.40294E-04 0.56692E-06 0.94778E-14 0.64928E-10 0.11394E-06 0.18840E-07 0.83771E-03 0.94055E-01 0.81857E-05 0.10861E-05 0.82389E-07 0.99537E-04 0.75930E-08 0.90234E-06 0.10954E-05 0.14384E-11 0.49085E-07 0.16180E-08 0.66856E-05 0.14355E-05 0.28155E-05 0.16334E-10 0.74178E-08 0.29963E-11 0.44256E-11 0.25219E-12 0.29217E-15 0.67844E-18 0.21618E-10 0.12998E-09 0.13192E-12 0.25347E-08 0.89642E-13 0.13572E-15 0.15474E-10 0.85141E-13 0.46027E-13 0.30304E-15 0.42354E-15 0.96642E-15 0.40659E-14 0.71460E+00 0.00000E+00 0.19587E-09 0.13466E-08 0.36737E-09 0.82502E-08
 0.64000E-05 0.19973E+04 0.23372E-03 0.87034E-05 0.59385E-05 0.18978E+00 0.16439E-04 0.31583E-03 0.41646E-04 0.58828E-06 0.10154E-13 0.68035E-10 0.12218E-06 0.20182E-07 0.86937E-03 0.94011E-01 0.90776E-05 0.11951E-05 0.90661E-07 0.10698E-03 0.81580E-08 0.94690E-06 0.11820E-05 0.17162E-11 0.56720E-07 0.18616E-08 0.74589E-05 0.15521E-05 0.31023E-05 0.19556E-10 0.87797E-08 0.36768E-11 0.45520E-11 0.26896E-12 0.33173E-15 0.82398E-18 0.22085E-10 0.13681E-09 0.14749E-12 0.26887E-08 0.96040E-13 0.15058E-15 0.16709E-10 0.90942E-13 0.48752E-13 0.35071E-15 0.48344E-15 0.11185E-14 0.46158E-14 0.71459E+00 0.00000E+00 0.22100E-09 0.15476E-08 0.42266E-09 0.94107E-08
 0.66000E-05 0.19972E+04 0.24356E-03 0.89030E-05 0.60973E-05 0.18976E+00 0.16966E-04 0.33306E-03 0.43001E-04 0.60981E-06 0.10878E-13 0.71252E-10 0.13082E-06 0.21592E-07 0.90132E-03 0.93967E-01 0.10043E-04 0.13118E-05 0.99538E-07 0.11473E-03 0.87540E-08 0.99256E-06 0.12727E-05 0.20381E-11 0.65255E-07 0.21342E-08 0.82938E-05 0.16745E-05 0.34081E-05 0.23298E-10 0.10342E-07 0.44862E-11 0.46810E-11 0.28666E-12 0.37570E-15 0.99633E-18 0.22564E-10 0.14381E-09 0.16437E-12 0.28472E-08 0.10279E-12 0.16676E-15 0.18010E-10 0.97018E-13 0.51596E-13 0.40444E-15 0.55012E-15 0.12900E-14 0.52242E-14 0.71458E+00 0.00000E+00 0.24849E-09 0.17710E-08 0.48450E-09 0.10697E-07
 0.68000E-05 0.19971E+04 0.25363E-03 0.91108E-05 0.62592E-05 0.18974E+00 0.17505E-04 0.35086E-03 0.44359E-04 0.63152E-06 0.11652E-13 0.74590E-10 0.13988E-06 0.23072E-07 0.93357E-03 0.93921E-01 0.11086E-04 0.14367E-05 0.10905E-06 0.12281E-03 0.93823E-08 0.10393E-05 0.13677E-05 0.24098E-11 0.74765E-07 0.24384E-08 0.91932E-05 0.18028E-05 0.37336E-05 0.27628E-10 0.12129E-07 0.54447E-11 0.48129E-11 0.30535E-12 0.42450E-15 0.11998E-17 0.23058E-10 0.15101E-09 0.18264E-12 0.30103E-08 0.10992E-12 0.18435E-15 0.19379E-10 0.10338E-12 0.54563E-13 0.46483E-15 0.62418E-15 0.14829E-14 0.58961E-14 0.71457E+00 0.00000E+00 0.27847E-09 0.20186E-08 0.55348E-09 0.12120E-07
 0.70000E-05 0.19971E+04 0.26394E-03 0.93269E-05 0.64244E-05 0.18972E+00 0.18058E-04 0.36924E-03 0.45720E-04 0.65340E-06 0.12482E-13 0.78055E-10 0.14937E-06 0.24625E-07 0.96612E-03 0.93874E-01 0.12211E-04 0.15702E-05 0.11924E-06 0.13122E-03 0.10044E-07 0.10873E-05 0.14671E-05 0.28375E-11 0.85331E-07 0.27771E-08 0.10160E-04 0.19371E-05 0.40795E-05 0.32623E-10 0.14165E-07 0.65749E-11 0.49476E-11 0.32506E-12 0.47861E-15 0.14392E-17 0.23566E-10 0.15841E-09 0.20237E-12 0.31780E-08 0.11744E-12 0.20346E-15 0.20819E-10 0.11004E-12 0.57659E-13 0.53255E-15 0.70628E-15 0.16993E-14 0.66368E-14 0.71456E+00 0.00000E+00 0.31112E-09 0.22922E-08 0.63024E-09 0.13690E-07
 0.72000E-05 0.19970E+04 0.27450E-03 0.95516E-05 0.65930E-05 0.18971E+00 0.18624E-04 0.38821E-03 0.47084E-04 0.67547E-06 0.13371E-13 0.81657E-10 0.15932E-06 0.26255E-07 0.99898E-03 0.93827E-01 0.13424E-04 0.17127E-05 0.13013E-06 0.13996E-03 0.10742E-07 0.11364E-05 0.15709E-05 0.33282E-11 0.97036E-07 0.31534E-08 0.11198E-04 0.20776E-05 0.44464E-05 0.38365E-10 0.16478E-07 0.79024E-11 0.50853E-11 0.34586E-12 0.53851E-15 0.17203E-17 0.24089E-10 0.16600E-09 0.22364E-12 0.33502E-08 0.12538E-12 0.22422E-15 0.22332E-10 0.11701E-12 0.60891E-13 0.60833E-15 0.79715E-15 0.19416E-14 0.74520E-14 0.71455E+00 0.00000E+00 0.34660E-09 0.25936E-08 0.71549E-09 0.15419E-07
 0.74000E-05 0.19970E+04 0.28531E-03 0.97852E-05 0.67650E-05 0.18969E+00 0.19204E-04 0.40780E-03 0.48453E-04 0.69774E-06 0.14326E-13 0.85405E-10 0.16973E-06 0.27963E-07 0.10322E-02 0.93778E-01 0.14729E-04 0.18646E-05 0.14177E-06 0.14903E-03 0.11476E-07 0.11866E-05 0.16793E-05 0.38896E-11 0.10997E-06 0.35707E-08 0.12309E-04 0.22244E-05 0.48349E-05 0.44947E-10 0.19098E-07 0.94557E-11 0.52263E-11 0.36781E-12 0.60477E-15 0.20493E-17 0.24627E-10 0.17380E-09 0.24653E-12 0.35271E-08 0.13376E-12 0.24674E-15 0.23921E-10 0.12430E-12 0.64266E-13 0.69294E-15 0.89755E-15 0.22124E-14 0.83478E-14 0.71454E+00 0.00000E+00 0.38509E-09 0.29250E-08 0.80997E-09 0.17319E-07
 0.76000E-05 0.19969E+04 0.29640E-03 0.10028E-04 0.69405E-05 0.18967E+00 0.19798E-04 0.42801E-03 0.49826E-04 0.72021E-06 0.15351E-13 0.89309E-10 0.18063E-06 0.29754E-07 0.10656E-02 0.93729E-01 0.16132E-04 0.20264E-05 0.15419E-06 0.15844E-03 0.12248E-07 0.12381E-05 0.17924E-05 0.45301E-11 0.12423E-06 0.40325E-08 0.13497E-04 0.23778E-05 0.52459E-05 0.52470E-10 0.22058E-07 0.11267E-10 0.53705E-11 0.39096E-12 0.67796E-15 0.24336E-17 0.25181E-10 0.18181E-09 0.27112E-12 0.37085E-08 0.14259E-12 0.27117E-15 0.25591E-10 0.13194E-12 0.67790E-13 0.78723E-15 0.10083E-14 0.25144E-14 0.93307E-14 0.71453E+00 0.00000E+00 0.42677E-09 0.32883E-08 0.91446E-09 0.19404E-07
 0.78000E-05 0.19968E+04 0.30776E-03 0.10280E-04 0.71196E-05 0.18964E+00 0.20407E-04 0.44886E-03 0.51204E-04 0.74291E-06 0.16453E-13 0.93382E-10 0.19203E-06 0.31630E-07 0.10995E-02 0.93678E-01 0.17638E-04 0.21984E-05 0.16742E-06 0.16820E-03 0.13060E-07 0.12909E-05 0.19103E-05 0.52590E-11 0.13991E-06 0.45426E-08 0.14766E-04 0.25378E-05 0.56800E-05 0.61048E-10 0.25392E-07 0.13372E-10 0.55183E-11 0.41538E-12 0.75874E-15 0.28813E-17 0.25751E-10 0.19003E-09 0.29751E-12 0.38946E-08 0.15191E-12 0.29765E-15 0.27345E-10 0.13993E-12 0.71471E-13 0.89210E-15 0.11303E-14 0.28505E-14 0.10408E-13 0.71452E+00 0.00000E+00 0.47184E-09 0.36859E-08 0.10298E-08 0.21687E-07
 0.80000E-05 0.19968E+04 0.31942E-03 0.10542E-04 0.73025E-05 0.18962E+00 0.21031E-04 0.47036E-03 0.52588E-04 0.76583E-06 0.17639E-13 0.97633E-10 0.20395E-06 0.33594E-07 0.11336E-02 0.93626E-01 0.19254E-04 0.23813E-05 0.18152E-06 0.17831E-03 0.13915E-07 0.13449E-05 0.20330E-05 0.60864E-11 0.15713E-06 0.51052E-08 0.16118E-04 0.27047E-05 0.61378E-05 0.70803E-10 0.29140E-07 0.15810E-10 0.56698E-11 0.44113E-12 0.84780E-15 0.34019E-17 0.26339E-10 0.19846E-09 0.32577E-12 0.40853E-08 0.16174E-12 0.32634E-15 0.29185E-10 0.14829E-12 0.75317E-13 0.10085E-14 0.12645E-14 0.32241E-14 0.11587E-13 0.71451E+00 0.00000E+00 0.52049E-09 0.41201E-08 0.11570E-08 0.24184E-07
 0.82000E-05 0.19967E+04 0.33138E-03 0.10814E-04 0.74891E-05 0.18960E+00 0.21669E-04 0.49255E-03 0.53978E-04 0.78900E-06 0.18916E-13 0.10208E-09 0.21640E-06 0.35651E-07 0.11681E-02 0.93574E-01 0.20986E-04 0.25754E-05 0.19651E-06 0.18878E-03 0.14812E-07 0.14002E-05 0.21607E-05 0.70236E-11 0.17598E-06 0.57246E-08 0.17558E-04 0.28785E-05 0.66202E-05 0.81871E-10 0.33342E-07 0.18627E-10 0.58252E-11 0.46828E-12 0.94591E-15 0.40060E-17 0.26944E-10 0.20712E-09 0.35600E-12 0.42807E-08 0.17211E-12 0.35741E-15 0.31117E-10 0.15703E-12 0.79336E-13 0.11376E-14 0.14120E-14 0.36385E-14 0.12875E-13 0.71450E+00 0.00000E+00 0.57295E-09 0.45932E-08 0.12968E-08 0.26910E-07
 0.84000E-05 0.19967E+04 0.34365E-03 0.11096E-04 0.76796E-05 0.18958E+00 0.22324E-04 0.51543E-03 0.55375E-04 0.81242E-06 0.20292E-13 0.10673E-09 0.22942E-06 0.37804E-07 0.12029E-02 0.93520E-01 0.22839E-04 0.27814E-05 0.21246E-06 0.19960E-03 0.15756E-07 0.14568E-05 0.22936E-05 0.80828E-11 0.19658E-06 0.64056E-08 0.19088E-04 0.30596E-05 0.71278E-05 0.94402E-10 0.38044E-07 0.21872E-10 0.59847E-11 0.49691E-12 0.10539E-14 0.47057E-17 0.27567E-10 0.21601E-09 0.38830E-12 0.44807E-08 0.18304E-12 0.39105E-15 0.33144E-10 0.16619E-12 0.83538E-13 0.12804E-14 0.15738E-14 0.40976E-14 0.14282E-13 0.71448E+00 0.00000E+00 0.62943E-09 0.51077E-08 0.14505E-08 0.29881E-07
 0.86000E-05 0.19966E+04 0.35624E-03 0.11389E-04 0.78740E-05 0.18955E+00 0.22994E-04 0.53901E-03 0.56780E-04 0.83612E-06 0.21775E-13 0.11160E-09 0.24302E-06 0.40056E-07 0.12380E-02 0.93465E-01 0.24821E-04 0.29997E-05 0.22939E-06 0.21079E-03 0.16746E-07 0.15147E-05 0.24316E-05 0.92775E-11 0.21907E-06 0.71531E-08 0.20713E-04 0.32481E-05 0.76614E-05 0.10856E-09 0.43293E-07 0.25599E-10 0.61485E-11 0.52710E-12 0.11727E-14 0.55147E-17 0.28209E-10 0.22513E-09 0.42278E-12 0.46854E-08 0.19457E-12 0.42745E-15 0.35272E-10 0.17578E-12 0.87931E-13 0.14382E-14 0.17512E-14 0.46053E-14 0.15817E-13 0.71447E+00 0.00000E+00 0.69016E-09 0.56664E-08 0.16191E-08 0.33116E-07
 0.88000E-05 0.19966E+04 0.36917E-03 0.11693E-04 0.80726E-05 0.18953E+00 0.23681E-04 0.56333E-03 0.58193E-04 0.86010E-06 0.23377E-13 0.11670E-09 0.25721E-06 0.42412E-07 0.12735E-02 0.93409E-01 0.26939E-04 0.32308E-05 0.24737E-06 0.22236E-03 0.17787E-07 0.15741E-05 0.25750E-05 0.10622E-10 0.24356E-06 0.79727E-08 0.22437E-04 0.34441E-05 0.82217E-05 0.12453E-09 0.49143E-07 0.29869E-10 0.63168E-11 0.55892E-12 0.13032E-14 0.64484E-17 0.28870E-10 0.23450E-09 0.45952E-12 0.48949E-08 0.20672E-12 0.46684E-15 0.37504E-10 0.18581E-12 0.92526E-13 0.16124E-14 0.19454E-14 0.51662E-14 0.17489E-13 0.71446E+00 0.00000E+00 0.75539E-09 0.62720E-08 0.18038E-08 0.36632E-07
 0.90000E-05 0.19966E+04 0.38245E-03 0.12008E-04 0.82753E-05 0.18950E+00 0.24385E-04 0.58840E-03 0.59615E-04 0.88438E-06 0.25107E-13 0.12206E-09 0.27203E-06 0.44876E-07 0.13093E-02 0.93351E-01 0.29200E-04 0.34754E-05 0.26644E-06 0.23430E-03 0.18879E-07 0.16349E-05 0.27239E-05 0.12134E-10 0.27020E-06 0.88699E-08 0.24262E-04 0.36479E-05 0.88094E-05 0.14250E-09 0.55648E-07 0.34751E-10 0.64899E-11 0.59247E-12 0.14465E-14 0.75245E-17 0.29552E-10 0.24410E-09 0.49865E-12 0.51091E-08 0.21953E-12 0.50945E-15 0.39845E-10 0.19631E-12 0.97334E-13 0.18042E-14 0.21579E-14 0.57849E-14 0.19310E-13 0.71445E+00 0.00000E+00 0.82538E-09 0.69273E-08 0.20058E-08 0.40451E-07
 0.92000E-05 0.19965E+04 0.39610E-03 0.12335E-04 0.84822E-05 0.18948E+00 0.25106E-04 0.61423E-03 0.61048E-04 0.90898E-06 0.26978E-13 0.12769E-09 0.28749E-06 0.47452E-07 0.13455E-02 0.93293E-01 0.31611E-04 0.37340E-05 0.28666E-06 0.24662E-03 0.20025E-07 0.16971E-05 0.28784E-05 0.13829E-10 0.29912E-06 0.98510E-08 0.26194E-04 0.38597E-05 0.94254E-05 0.16269E-09 0.62871E-07 0.40318E-10 0.66680E-11 0.62783E-12 0.16039E-14 0.87628E-17 0.30255E-10 0.25397E-09 0.54027E-12 0.53281E-08 0.23303E-12 0.55554E-15 0.42302E-10 0.20731E-12 0.10236E-12 0.20154E-14 0.23901E-14 0.64666E-14 0.21291E-13 0.71444E+00 0.00000E+00 0.90040E-09 0.76353E-08 0.22265E-08 0.44592E-07
 0.94000E-05 0.19965E+04 0.41012E-03 0.12674E-04 0.86936E-05 0.18945E+00 0.25845E-04 0.64086E-03 0.62491E-04 0.93392E-06 0.29002E-13 0.13361E-09 0.30363E-06 0.50145E-07 0.13820E-02 0.93233E-01 0.34182E-04 0.40073E-05 0.30807E-06 0.25932E-03 0.21227E-07 0.17608E-05 0.30385E-05 0.15727E-10 0.33048E-06 0.10923E-07 0.28235E-04 0.40797E-05 0.10070E-04 0.18534E-09 0.70876E-07 0.46654E-10 0.68515E-11 0.66510E-12 0.17764E-14 0.10186E-16 0.30979E-10 0.26409E-09 0.58450E-12 0.55519E-08 0.24725E-12 0.60537E-15 0.44879E-10 0.21884E-12 0.10763E-12 0.22474E-14 0.26437E-14 0.72168E-14 0.23444E-13 0.71443E+00 0.00000E+00 0.98071E-09 0.83992E-08 0.24674E-08 0.49078E-07
 0.96000E-05 0.19964E+04 0.42453E-03 0.13025E-04 0.89095E-05 0.18942E+00 0.26602E-04 0.66829E-03 0.63945E-04 0.95921E-06 0.31193E-13 0.13984E-09 0.32045E-06 0.52959E-07 0.14189E-02 0.93172E-01 0.36919E-04 0.42958E-05 0.33074E-06 0.27242E-03 0.22488E-07 0.18261E-05 0.32046E-05 0.17850E-10 0.36443E-06 0.12092E-07 0.30391E-04 0.43080E-05 0.10745E-04 0.21071E-09 0.79734E-07 0.53848E-10 0.70406E-11 0.70438E-12 0.19655E-14 0.11819E-16 0.31725E-10 0.27447E-09 0.63146E-12 0.57806E-08 0.26224E-12 0.65925E-15 0.47584E-10 0.23091E-12 0.11315E-12 0.25022E-14 0.29204E-14 0.80414E-14 0.25782E-13 0.71441E+00 0.00000E+00 0.10666E-08 0.92223E-08 0.27300E-08 0.53932E-07
 0.98000E-05 0.19964E+04 0.43935E-03 0.13390E-04 0.91299E-05 0.18940E+00 0.27378E-04 0.69655E-03 0.65413E-04 0.98488E-06 0.33568E-13 0.14641E-09 0.33800E-06 0.55899E-07 0.14561E-02 0.93109E-01 0.39832E-04 0.46003E-05 0.35472E-06 0.28591E-03 0.23811E-07 0.18929E-05 0.33766E-05 0.20220E-10 0.40115E-06 0.13366E-07 0.32666E-04 0.45449E-05 0.11451E-04 0.23908E-09 0.89521E-07 0.62002E-10 0.72357E-11 0.74577E-12 0.21728E-14 0.13690E-16 0.32495E-10 0.28513E-09 0.68129E-12 0.60142E-08 0.27804E-12 0.71750E-15 0.50422E-10 0.24356E-12 0.11892E-12 0.27816E-14 0.32221E-14 0.89469E-14 0.28320E-13 0.71440E+00 0.00000E+00 0.11585E-08 0.10108E-07 0.30159E-08 0.59179E-07
 0.10000E-04 0.19964E+04 0.45459E-03 0.13767E-04 0.93552E-05 0.18937E+00 0.28173E-04 0.72567E-03 0.66893E-04 0.10109E-05 0.36144E-13 0.15333E-09 0.35629E-06 0.58970E-07 0.14938E-02 0.93045E-01 0.42930E-04 0.49214E-05 0.38008E-06 0.29980E-03 0.25198E-07 0.19614E-05 0.35547E-05 0.22862E-10 0.44080E-06 0.14753E-07 0.35063E-04 0.47906E-05 0.12187E-04 0.27077E-09 0.10032E-06 0.71225E-10 0.74370E-11 0.78939E-12 0.23997E-14 0.15833E-16 0.33289E-10 0.29607E-09 0.73410E-12 0.62527E-08 0.29467E-12 0.78047E-15 0.53400E-10 0.25683E-12 0.12498E-12 0.30876E-14 0.35507E-14 0.99402E-14 0.31073E-13 0.71439E+00 0.00000E+00 0.12565E-08 0.11060E-07 0.33269E-08 0.64845E-07
 0.10200E-04 0.19964E+04 0.47026E-03 0.14159E-04 0.95852E-05 0.18934E+00 0.28989E-04 0.75567E-03 0.68388E-04 0.10374E-05 0.38939E-13 0.16064E-09 0.37536E-06 0.62178E-07 0.15318E-02 0.92980E-01 0.46223E-04 0.52599E-05 0.40688E-06 0.31410E-03 0.26652E-07 0.20315E-05 0.37391E-05 0.25803E-10 0.48357E-06 0.16262E-07 0.37587E-04 0.50454E-05 0.12956E-04 0.30611E-09 0.11221E-06 0.81639E-10 0.76450E-11 0.83536E-12 0.26480E-14 0.18283E-16 0.34108E-10 0.30730E-09 0.79004E-12 0.64962E-08 0.31220E-12 0.84854E-15 0.56527E-10 0.27074E-12 0.13132E-12 0.34225E-14 0.39086E-14 0.11029E-13 0.34058E-13 0.71437E+00 0.00000E+00 0.13611E-08 0.12081E-07 0.36649E-08 0.70958E-07
 0.10400E-04 0.19963E+04 0.48639E-03 0.14565E-04 0.98203E-05 0.18931E+00 0.29824E-04 0.78656E-03 0.69899E-04 0.10643E-05 0.41976E-13 0.16836E-09 0.39523E-06 0.65528E-07 0.15701E-02 0.92913E-01 0.49720E-04 0.56164E-05 0.43519E-06 0.32882E-03 0.28176E-07 0.21034E-05 0.39298E-05 0.29075E-10 0.52966E-06 0.17901E-07 0.40244E-04 0.53094E-05 0.13758E-04 0.34548E-09 0.12529E-06 0.93377E-10 0.78600E-11 0.88380E-12 0.29197E-14 0.21081E-16 0.34953E-10 0.31883E-09 0.84925E-12 0.67448E-08 0.33066E-12 0.92213E-15 0.59809E-10 0.28533E-12 0.13797E-12 0.37886E-14 0.42981E-14 0.12221E-13 0.37292E-13 0.71436E+00 0.00000E+00 0.14727E-08 0.13176E-07 0.40318E-08 0.77548E-07
 0.10600E-04 0.19963E+04 0.50298E-03 0.14985E-04 0.10060E-04 0.18928E+00 0.30681E-04 0.81838E-03 0.71425E-04 0.10917E-05 0.45277E-13 0.17652E-09 0.41593E-06 0.69026E-07 0.16089E-02 0.92845E-01 0.53432E-04 0.59918E-05 0.46508E-06 0.34395E-03 0.29773E-07 0.21770E-05 0.41271E-05 0.32708E-10 0.57926E-06 0.19682E-07 0.43037E-04 0.55830E-05 0.14594E-04 0.38929E-09 0.13967E-06 0.10659E-09 0.80824E-11 0.93484E-12 0.32167E-14 0.24275E-16 0.35824E-10 0.33067E-09 0.91189E-12 0.69985E-08 0.35010E-12 0.10017E-14 0.63255E-10 0.30064E-12 0.14495E-12 0.41884E-14 0.47216E-14 0.13525E-13 0.40795E-13 0.71435E+00 0.00000E+00 0.15916E-08 0.14349E-07 0.44297E-08 0.84644E-07
 0.10800E-04 0.19963E+04 0.52006E-03 0.15421E-04 0.10306E-04 0.18924E+00 0.31560E-04 0.85114E-03 0.72970E-04 0.11196E-05 0.48867E-13 0.18515E-09 0.43750E-06 0.72677E-07 0.16481E-02 0.92776E-01 0.57370E-04 0.63868E-05 0.49662E-06 0.35950E-03 0.31447E-07 0.22525E-05 0.43311E-05 0.36739E-10 0.63259E-06 0.21613E-07 0.45971E-04 0.58663E-05 0.15464E-04 0.43797E-09 0.15544E-06 0.12143E-09 0.83127E-11 0.98863E-12 0.35414E-14 0.27915E-16 0.36723E-10 0.34282E-09 0.97810E-12 0.72573E-08 0.37058E-12 0.10877E-14 0.66874E-10 0.31671E-12 0.15227E-12 0.46249E-14 0.51820E-14 0.14950E-13 0.44586E-13 0.71433E+00 0.00000E+00 0.17181E-08 0.15603E-07 0.48610E-08 0.92280E-07
 0.11000E-04 0.19963E+04 0.53763E-03 0.15872E-04 0.10557E-04 0.18921E+00 0.32461E-04 0.88488E-03 0.74532E-04 0.11480E-05 0.52776E-13 0.19429E-09 0.45997E-06 0.76489E-07 0.16876E-02 0.92704E-01 0.61544E-04 0.68023E-05 0.52989E-06 0.37548E-03 0.33201E-07 0.23298E-05 0.45420E-05 0.41205E-10 0.68988E-06 0.23706E-07 0.49051E-04 0.61596E-05 0.16370E-04 0.49202E-09 0.17273E-06 0.13808E-09 0.85514E-11 0.10453E-11 0.38962E-14 0.32062E-16 0.37651E-10 0.35529E-09 0.10480E-11 0.75214E-08 0.39214E-12 0.11807E-14 0.70676E-10 0.33360E-12 0.15996E-12 0.51007E-14 0.56823E-14 0.16507E-13 0.48689E-13 0.71432E+00 0.00000E+00 0.18528E-08 0.16943E-07 0.53280E-08 0.10049E-06
 0.11200E-04 0.19963E+04 0.55573E-03 0.16340E-04 0.10813E-04 0.18917E+00 0.33385E-04 0.91963E-03 0.76115E-04 0.11769E-05 0.57035E-13 0.20398E-09 0.48338E-06 0.80468E-07 0.17275E-02 0.92632E-01 0.65968E-04 0.72391E-05 0.56497E-06 0.39189E-03 0.35038E-07 0.24091E-05 0.47599E-05 0.46150E-10 0.75135E-06 0.25973E-07 0.52283E-04 0.64631E-05 0.17312E-04 0.55196E-09 0.19165E-06 0.15673E-09 0.87989E-11 0.11050E-11 0.42837E-14 0.36781E-16 0.38609E-10 0.36811E-09 0.11219E-11 0.77907E-08 0.41485E-12 0.12812E-14 0.74672E-10 0.35134E-12 0.16803E-12 0.56192E-14 0.62257E-14 0.18207E-13 0.53126E-13 0.71430E+00 0.00000E+00 0.19959E-08 0.18374E-07 0.58333E-08 0.10931E-06
 0.11400E-04 0.19963E+04 0.57437E-03 0.16824E-04 0.11075E-04 0.18914E+00 0.34333E-04 0.95540E-03 0.77718E-04 0.12063E-05 0.61678E-13 0.21425E-09 0.50775E-06 0.84620E-07 0.17679E-02 0.92557E-01 0.70653E-04 0.76981E-05 0.60194E-06 0.40875E-03 0.36963E-07 0.24903E-05 0.49849E-05 0.51618E-10 0.81726E-06 0.28427E-07 0.55671E-04 0.67772E-05 0.18292E-04 0.61837E-09 0.21235E-06 0.17759E-09 0.90558E-11 0.11680E-11 0.47068E-14 0.42146E-16 0.39597E-10 0.38126E-09 0.11999E-11 0.80654E-08 0.43876E-12 0.13900E-14 0.78871E-10 0.36999E-12 0.17650E-12 0.61837E-14 0.68156E-14 0.20061E-13 0.57924E-13 0.71429E+00 0.00000E+00 0.21481E-08 0.19900E-07 0.63795E-08 0.11878E-06
 0.11600E-04 0.19963E+04 0.59357E-03 0.17326E-04 0.11343E-04 0.18910E+00 0.35305E-04 0.99223E-03 0.79343E-04 0.12364E-05 0.66744E-13 0.22515E-09 0.53313E-06 0.88953E-07 0.18087E-02 0.92481E-01 0.75612E-04 0.81802E-05 0.64089E-06 0.42605E-03 0.38978E-07 0.25736E-05 0.52173E-05 0.57660E-10 0.88787E-06 0.31081E-07 0.59221E-04 0.71020E-05 0.19310E-04 0.69189E-09 0.23496E-06 0.20089E-09 0.93227E-11 0.12343E-11 0.51686E-14 0.48243E-16 0.40617E-10 0.39478E-09 0.12821E-11 0.83455E-08 0.46393E-12 0.15077E-14 0.83287E-10 0.38961E-12 0.18541E-12 0.67979E-14 0.74558E-14 0.22082E-13 0.63110E-13 0.71427E+00 0.00000E+00 0.23097E-08 0.21526E-07 0.69697E-08 0.12894E-06
 0.11800E-04 0.19963E+04 0.61335E-03 0.17846E-04 0.11617E-04 0.18906E+00 0.36303E-04 0.10301E-02 0.80990E-04 0.12671E-05 0.72274E-13 0.23673E-09 0.55955E-06 0.93475E-07 0.18498E-02 0.92404E-01 0.80859E-04 0.86865E-05 0.68192E-06 0.44379E-03 0.41090E-07 0.26591E-05 0.54572E-05 0.64329E-10 0.96346E-06 0.33950E-07 0.62937E-04 0.74379E-05 0.20366E-04 0.77321E-09 0.25963E-06 0.22690E-09 0.96001E-11 0.13041E-11 0.56726E-14 0.55165E-16 0.41671E-10 0.40867E-09 0.13688E-11 0.86312E-08 0.49044E-12 0.16349E-14 0.87931E-10 0.41025E-12 0.19477E-12 0.74657E-14 0.81505E-14 0.24283E-13 0.68714E-13 0.71426E+00 0.00000E+00 0.24812E-08 0.23257E-07 0.76069E-08 0.13983E-06
 0.12000E-04 0.19963E+04 0.63372E-03 0.18384E-04 0.11897E-04 0.18903E+00 0.37327E-04 0.10692E-02 0.82662E-04 0.12984E-05 0.78317E-13 0.24903E-09 0.58706E-06 0.98193E-07 0.18914E-02 0.92324E-01 0.86407E-04 0.92178E-05 0.72511E-06 0.46200E-03 0.43301E-07 0.27467E-05 0.57048E-05 0.71685E-10 0.10443E-05 0.37049E-07 0.66826E-04 0.77851E-05 0.21463E-04 0.86307E-09 0.28653E-06 0.25587E-09 0.98887E-11 0.13778E-11 0.62223E-14 0.63019E-16 0.42758E-10 0.42294E-09 0.14601E-11 0.89225E-08 0.51834E-12 0.17727E-14 0.92817E-10 0.43199E-12 0.20462E-12 0.81912E-14 0.89040E-14 0.26680E-13 0.74769E-13 0.71424E+00 0.00000E+00 0.26632E-08 0.25098E-07 0.82943E-08 0.15150E-06
 0.12200E-04 0.19963E+04 0.65472E-03 0.18942E-04 0.12184E-04 0.18899E+00 0.38378E-04 0.11094E-02 0.84360E-04 0.13304E-05 0.84923E-13 0.26211E-09 0.61570E-06 0.10311E-06 0.19334E-02 0.92243E-01 0.92272E-04 0.97754E-05 0.77056E-06 0.48067E-03 0.45617E-07 0.28366E-05 0.59603E-05 0.79791E-10 0.11307E-05 0.40394E-07 0.70893E-04 0.81440E-05 0.22600E-04 0.96229E-09 0.31583E-06 0.28813E-09 0.10189E-10 0.14554E-11 0.68219E-14 0.71924E-16 0.43882E-10 0.43761E-09 0.15564E-11 0.92194E-08 0.54772E-12 0.19218E-14 0.97959E-10 0.45488E-12 0.21498E-12 0.89792E-14 0.97211E-14 0.29289E-13 0.81309E-13 0.71422E+00 0.00000E+00 0.28562E-08 0.27054E-07 0.90355E-08 0.16399E-06
